name,year,mean,variance,population
Jamaica,1982,7.867281,0.71678,2297.619
Jamaica,1983,7.912516,0.7147077,2322.7
Jamaica,1984,7.882377,0.7126238,2347.176
Jamaica,1985,7.835586,0.7105301,2371.464
Jamaica,1986,7.834951,0.7084279,2394.348
Jamaica,1987,7.929214,0.7063189,2413.152
Jamaica,1988,7.943296,0.7042046,2427.956
Jamaica,1989,8.003061,0.701501,2443.784
Jamaica,1990,8.050114,0.6998577,2463.417
Jamaica,1991,8.040271,0.7052714,2485.001
Jamaica,1992,8.167802,0.5306007,2505.467
Jamaica,1993,8.216438,0.4981439,2525.334
Jamaica,1994,8.204704,0.5088807,2547.086
Jamaica,1995,8.180516,0.5436879,2568.865
Jamaica,1996,7.954118,0.9660416,2589.043
Jamaica,1997,8.084974,0.6815643,2607.573
Jamaica,1998,8.16467,0.5725724,2624.419
Jamaica,1999,8.095201,0.6513765,2639.493
Jamaica,2000,8.159465,0.5139749,2652.689
Jamaica,2001,8.17086,0.5169981,2665.636
Jamaica,2002,8.1621,0.5384744,2680.029
Jamaica,2003,8.130765,0.5996109,2695.867
Jamaica,2004,8.071018,0.731356,2707.768
Jamaica,2005,8.084136,0.731356,2720.579
Jamaica,2006,8.107061,0.731356,2730.045
Japan,1970,9.047997,0.585231,104331
Japan,1971,9.095896,0.5487737,105703.3
Japan,1972,9.228656,0.4186316,107176.3
Japan,1973,9.300272,0.4111206,108689.3
Japan,1974,9.27254,0.4042873,110158.9
Japan,1975,9.260141,0.4514931,111524
Japan,1976,9.299977,0.4266484,112760.9
Japan,1977,9.323969,0.441407,113882.4
Japan,1978,9.391214,0.3968265,114908.6
Japan,1979,9.421809,0.4284721,115875
Japan,1980,9.465919,0.3679734,116807.3
Japan,1981,9.478665,0.3842133,117709.1
Japan,1982,9.477551,0.4206497,118569.4
Japan,1983,9.4827,0.4204487,119382.8
Japan,1984,9.507419,0.4190431,120140.5
Japan,1985,9.555994,0.4152421,120837.1
Japan,1986,9.584676,0.4079,121472.5
Japan,1987,9.624128,0.3959672,122052.4
Japan,1988,9.698438,0.3785583,122583.9
Japan,1989,9.759302,0.3550355,123076.4
Japan,1990,9.822671,0.3251001,123537.4
Japan,1991,9.870199,0.2888878,123969.6
Japan,1992,9.894915,0.2470606,124374.1
Japan,1993,9.915204,0.2008933,124756.1
Japan,1994,9.920811,0.2008933,125120.8
Japan,1995,9.937493,0.2008933,125472
Japan,1996,9.969604,0.2008933,125812.4
Japan,1997,9.983617,0.2008933,126141.8
Japan,1998,9.968032,0.2008933,126457.8
Japan,1999,9.962871,0.2008933,126756.4
Japan,2000,9.984136,0.2008933,127034.1
Japan,2001,9.983176,0.2008933,127290.1
Japan,2002,9.975292,0.2008933,127524.7
Japan,2003,9.986893,0.2008933,127736.3
Japan,2004,10.01254,0.2008933,127923.5
Japan,2005,10.03813,0.2008933,127934.5
Japan,2006,10.06153,0.2008933,127725.1
Jordan,1970,8.07438,0.528569,1502.959
Jordan,1971,8.024674,0.528569,1556.226
Jordan,1972,8.036742,0.528569,1613.551
Jordan,1973,7.965564,0.528569,1674.258
Jordan,1974,7.926618,0.528569,1737.593
Jordan,1975,7.819777,0.528569,1802.96
Jordan,1976,7.914292,0.528569,1869.657
Jordan,1977,7.862458,0.528569,1937.652
Jordan,1978,8.028275,0.528569,2006.908
Jordan,1979,8.082414,0.528569,2077.386
Jordan,1980,8.138251,0.528569,2162.807
Jordan,1981,8.120372,0.4954947,2253.579
Jordan,1982,8.17767,0.4725319,2347.031
Jordan,1983,8.199059,0.4575051,2439.504
Jordan,1984,8.282277,0.44862,2532.511
Jordan,1985,8.29575,0.4443215,2627.75
Jordan,1986,8.356332,0.4431913,2724.221
Jordan,1987,8.334236,0.4564245,2820.042
Jordan,1988,8.255946,0.4905635,2916.505
Jordan,1989,8.034077,0.5372637,3018.99
Jordan,1990,7.876957,0.5866901,3262.054
Jordan,1991,7.817836,0.626642,3630.633
Jordan,1992,7.808106,0.6431081,3867.409
Jordan,1993,7.829667,0.619965,3984.238
Jordan,1994,7.909093,0.5669862,4082.087
Jordan,1995,7.987641,0.5076668,4201.514
Jordan,1996,8.004517,0.461094,4363.534
Jordan,1997,8.045698,0.4423811,4526.235
Jordan,1998,8.050398,0.4427086,4685.946
Jordan,1999,8.043963,0.4450059,4842.831
Jordan,2000,8.043564,0.4512779,4998.564
Jordan,2001,8.038245,0.463647,5153.378
Jordan,2002,8.032263,0.4844915,5307.47
Jordan,2003,7.969349,0.5166545,5460.265
Jordan,2004,8.026173,0.5166545,5593.494
Jordan,2005,8.073125,0.5166545,5721.964
Jordan,2006,8.112549,0.5166545,5906.476
Kazakhstan,1970,,,
Kazakhstan,1971,,,
Kazakhstan,1972,,,
Kazakhstan,1973,,,
Kazakhstan,1974,,,
Kazakhstan,1975,,,
Kazakhstan,1976,,,
Kazakhstan,1977,,,
Kazakhstan,1978,,,
Kazakhstan,1979,,,
Kazakhstan,1980,,,
Kazakhstan,1981,,,
Kazakhstan,1982,,,
Kazakhstan,1983,,,
Kazakhstan,1984,,,
Kazakhstan,1985,,,
Kazakhstan,1986,,,
Kazakhstan,1987,,,
Kazakhstan,1988,,,
Kazakhstan,1989,,,
Kazakhstan,1990,9.041373,0.2396307,16708.27
Kazakhstan,1991,8.998578,0.2670244,16854.52
Kazakhstan,1992,8.920259,0.3053256,16985.08
Kazakhstan,1993,8.896453,0.3548819,17016.25
Kazakhstan,1994,8.638747,0.4635547,16989.74
Kazakhstan,1995,8.416841,0.685599,16943.43
Kazakhstan,1996,8.241501,1.030335,16881.82
Kazakhstan,1997,8.225999,1.030335,16823.57
Kazakhstan,1998,8.164081,1.030335,16779.04
Kazakhstan,1999,8.199898,1.030335,16748.74
Kazakhstan,2000,8.267394,1.030335,16733.23
Kazakhstan,2001,8.365687,1.030335,16731.3
Kazakhstan,2002,8.531693,1.030335,16741.52
Kazakhstan,2003,8.711252,1.030335,16763.79
Kazakhstan,2004,8.795976,1.030335,16880.6
Kazakhstan,2005,8.879657,1.030335,17031.47
Kazakhstan,2006,8.969831,1.030335,17212.54
Kenya,1970,6.328913,1.439371,11272.34
Kenya,1971,6.368383,1.395787,11685.12
Kenya,1972,6.426306,1.355854,12125.78
Kenya,1973,6.40934,1.320752,12594.09
Kenya,1974,6.477831,1.291578,13089.68
Kenya,1975,6.44213,1.269386,13614.68
Kenya,1976,6.419145,1.255235,14171.32
Kenya,1977,6.452579,1.250249,14761.88
Kenya,1978,6.505421,1.252186,15385.95
Kenya,1979,6.506021,1.257649,16044.71
Kenya,1980,6.516722,1.266131,16697.96
Kenya,1981,6.491823,1.277131,17369.1
Kenya,1982,6.478985,1.290148,18059.16
Kenya,1983,6.434663,1.304671,18768.78
Kenya,1984,6.426347,1.320176,19498.52
Kenya,1985,6.383799,1.33612,20246.87
Kenya,1986,6.445343,1.351935,21005.6
Kenya,1987,6.462583,1.367034,21761.41
Kenya,1988,6.487582,1.380809,22504.01
Kenya,1989,6.501384,1.392631,23228.74
Kenya,1990,6.509295,1.401863,23934.31
Kenya,1991,6.494147,1.407864,24669.82
Kenya,1992,6.449077,1.410002,25524.41
Kenya,1993,6.639508,0.9944283,26268.93
Kenya,1994,6.799682,0.6782138,26851.81
Kenya,1995,6.814553,0.681344,27462.8
Kenya,1996,6.819438,0.7035277,28073.93
Kenya,1997,6.790633,0.7662037,28680.96
Kenya,1998,6.709253,0.8992443,29265.57
Kenya,1999,6.556082,1.154489,29810.8
Kenya,2000,6.567728,1.154489,30310.23
Kenya,2001,6.559471,1.154489,30777.43
Kenya,2002,6.526352,1.154489,31223.16
Kenya,2003,6.527945,1.154489,31639.09
Kenya,2004,6.553164,1.154489,32348.12
Kenya,2005,6.586366,1.154489,33110.14
Kenya,2006,6.616503,1.154489,33967.93
Kiribati,1970,7.447846,0.4614755,48.899
Kiribati,1971,7.411536,0.4552299,49.76
Kiribati,1972,7.506625,0.4541197,50.637
Kiribati,1973,7.681653,0.4535132,51.53
Kiribati,1974,8.037329,0.4533154,52.39
Kiribati,1975,8.074913,0.4528343,53.226
Kiribati,1976,7.746891,0.4536693,54.075
Kiribati,1977,7.679531,0.4618231,54.938
Kiribati,1978,7.674348,0.4645288,55.713
Kiribati,1979,7.559188,0.465668,56.625
Kiribati,1980,6.931427,0.4639214,57.536
Kiribati,1981,6.944727,0.4674051,58.445
Kiribati,1982,7.02444,0.4704302,59.351
Kiribati,1983,6.90404,0.4747537,60.253
Kiribati,1984,6.96225,0.4775994,61.147
Kiribati,1985,6.8998,0.4792486,62.034
Kiribati,1986,6.886522,0.481529,63.769
Kiribati,1987,6.828195,0.4799899,65.579
Kiribati,1988,6.9691,0.4767987,67.459
Kiribati,1989,6.849937,0.4798208,69.387
Kiribati,1990,6.838083,0.4902027,71.341
Kiribati,1991,6.873288,0.4988453,73.322
Kiribati,1992,6.825754,0.5076632,75.329
Kiribati,1993,6.808879,0.5215871,77.355
Kiribati,1994,6.853768,0.5402204,79.399
Kiribati,1995,6.877326,0.5475329,81.459
Kiribati,1996,6.875545,0.5593192,83.532
Kiribati,1997,6.902898,0.5660164,85.62
Kiribati,1998,6.921144,0.5781174,87.723
Kiribati,1999,6.988681,0.5724949,89.843
Kiribati,2000,6.98527,0.5633397,91.985
Kiribati,2001,6.983633,0.5560436,94.149
Kiribati,2002,6.97887,0.538003,96.335
Kiribati,2003,6.993044,0.5361606,98.549
Kiribati,2004,6.948721,0.5363729,100.0174
Kiribati,2005,6.931986,0.541712,101.2311
Kiribati,2006,6.972825,0.541712,102.8171
Korea Dem. Rep.,1970,5.797743,0.4614755,13911.9
Korea Dem. Rep.,1971,5.883198,0.4552299,14364.58
Korea Dem. Rep.,1972,5.981853,0.4541197,14781.24
Korea Dem. Rep.,1973,6.069232,0.4535132,15160.87
Korea Dem. Rep.,1974,6.148345,0.4533154,15501.46
Korea Dem. Rep.,1975,6.238572,0.4528343,15801.31
Korea Dem. Rep.,1976,6.335224,0.4536693,16069.43
Korea Dem. Rep.,1977,6.431498,0.4618231,16325.32
Korea Dem. Rep.,1978,6.530877,0.4645288,16579.9
Korea Dem. Rep.,1979,6.618919,0.465668,16840.29
Korea Dem. Rep.,1980,6.697959,0.4639214,17113.63
Korea Dem. Rep.,1981,6.762524,0.4674051,17384.01
Korea Dem. Rep.,1982,6.811092,0.4704302,17647.52
Korea Dem. Rep.,1983,6.916559,0.4747537,17917.99
Korea Dem. Rep.,1984,7.025152,0.4775994,18196
Korea Dem. Rep.,1985,7.08576,0.4792486,18481.42
Korea Dem. Rep.,1986,7.122101,0.481529,18772.46
Korea Dem. Rep.,1987,7.198485,0.4799899,19067.55
Korea Dem. Rep.,1988,7.229244,0.4767987,19371.14
Korea Dem. Rep.,1989,7.247035,0.4798208,19687.91
Korea Dem. Rep.,1990,7.247976,0.4902027,20018.55
Korea Dem. Rep.,1991,7.174342,0.4988453,20361.09
Korea Dem. Rep.,1992,7.196067,0.5076632,20711.38
Korea Dem. Rep.,1993,7.108373,0.5215871,21064.12
Korea Dem. Rep.,1994,7.065846,0.5402204,21339.9
Korea Dem. Rep.,1995,7.008935,0.5475329,21561.86
Korea Dem. Rep.,1996,6.962357,0.5593192,21648.74
Korea Dem. Rep.,1997,6.89688,0.5660164,21585.11
Korea Dem. Rep.,1998,6.885819,0.5781174,21454.9
Korea Dem. Rep.,1999,6.949246,0.5724949,21444.99
Korea Dem. Rep.,2000,6.94741,0.5633397,21647.68
Korea Dem. Rep.,2001,6.979787,0.5560436,21940.33
Korea Dem. Rep.,2002,6.989706,0.538003,22215.37
Korea Dem. Rep.,2003,6.996432,0.5361606,22466.48
Korea Dem. Rep.,2004,7.003581,0.5363729,22729.37
Korea Dem. Rep.,2005,7.011583,0.541712,23008.13
Korea Dem. Rep.,2006,7.017741,0.541712,23283.11
Korea Rep.,1970,7.597399,0.4943813,31922.49
Korea Rep.,1971,7.691104,0.4317858,32607.77
Korea Rep.,1972,7.716254,0.4367217,33296.21
Korea Rep.,1973,7.80072,0.4504316,33978.82
Korea Rep.,1974,7.864125,0.4714023,34643.25
Korea Rep.,1975,7.877594,0.4981472,35280.9
Korea Rep.,1976,7.948314,0.5290531,35887
Korea Rep.,1977,8.020129,0.5622661,36464.54
Korea Rep.,1978,8.101244,0.5956199,37022.1
Korea Rep.,1979,8.156983,0.6266123,37572.39
Korea Rep.,1980,8.084843,0.6524426,38124
Korea Rep.,1981,8.110747,0.6701186,38681.5
Korea Rep.,1982,8.166502,0.6766437,39240.53
Korea Rep.,1983,8.257287,0.6720423,39790.34
Korea Rep.,1984,8.342237,0.65891,40315.49
Korea Rep.,1985,8.402762,0.6383843,40805.74
Korea Rep.,1986,8.501572,0.6117153,41256.15
Korea Rep.,1987,8.61568,0.5801955,41672.49
Korea Rep.,1988,8.728072,0.5451024,42068.27
Korea Rep.,1989,8.813431,0.5076497,42462.69
Korea Rep.,1990,8.934294,0.4689548,42869.28
Korea Rep.,1991,9.035965,0.4300148,43291.83
Korea Rep.,1992,9.093017,0.3916941,43725.02
Korea Rep.,1993,9.172688,0.337345,44161.99
Korea Rep.,1994,9.246724,0.3485275,44592.03
Korea Rep.,1995,9.315362,0.3599247,45006.61
Korea Rep.,1996,9.388641,0.3380827,45405.16
Korea Rep.,1997,9.426175,0.3216851,45788.18
Korea Rep.,1998,9.264834,0.4554083,46149.4
Korea Rep.,1999,9.358981,0.4554083,46481.37
Korea Rep.,2000,9.433856,0.4554083,46779.22
Korea Rep.,2001,9.462604,0.4554083,47039.81
Korea Rep.,2002,9.521043,0.4554083,47265.4
Korea Rep.,2003,9.547774,0.4554083,47463.41
Korea Rep.,2004,9.59369,0.4554083,47644.55
Korea Rep.,2005,9.63041,0.4554083,47854.6
Korea Rep.,2006,9.676574,0.4554083,47977.41
Kuwait,1970,10.75399,0.6536468,747.502
Kuwait,1971,10.7434,0.664369,793.314
Kuwait,1972,10.72943,0.6639911,841.934
Kuwait,1973,10.58539,0.6650744,893.534
Kuwait,1974,10.40922,0.6649974,948.296
Kuwait,1975,10.24047,0.6647692,1006.892
Kuwait,1976,10.26897,0.6642205,1071.549
Kuwait,1977,10.22032,0.6631966,1140.357
Kuwait,1978,10.1934,0.6617254,1213.584
Kuwait,1979,10.27522,0.6598351,1291.514
Kuwait,1980,9.982168,0.657554,1369.769
Kuwait,1981,9.838677,0.6208167,1432.188
Kuwait,1982,9.782939,0.5886976,1497.494
Kuwait,1983,9.709488,0.5628012,1565.822
Kuwait,1984,9.689184,0.5445947,1637.314
Kuwait,1985,9.652555,0.5355446,1732.824
Kuwait,1986,9.638961,0.5320165,1811.489
Kuwait,1987,9.646862,0.5313689,1891.487
Kuwait,1988,9.626369,0.5344502,1973.148
Kuwait,1989,9.758173,0.5362669,2056.779
Kuwait,1990,9.445778,0.5378178,2142.011
Kuwait,1991,9.736643,0.5370903,954.071
Kuwait,1992,9.872061,0.5310783,1418.095
Kuwait,1993,10.08979,0.504073,1483.773
Kuwait,1994,10.07656,0.4739947,1551.427
Kuwait,1995,10.10452,0.4458432,1620.808
Kuwait,1996,10.1017,0.4471732,1692.893
Kuwait,1997,10.0405,0.4527779,1765.345
Kuwait,1998,10.02153,0.4382003,1835.863
Kuwait,1999,9.922422,0.4357001,1905.246
Kuwait,2000,9.916079,0.4319063,1973.572
Kuwait,2001,9.893735,0.4268583,2041.961
Kuwait,2002,9.838963,0.4204848,2111.561
Kuwait,2003,9.96393,0.4127259,2183.161
Kuwait,2004,10.00589,0.397009,2240.661
Kuwait,2005,10.0591,0.3929513,2309.818
Kuwait,2006,10.0962,0.3929513,2382.102
Kyrgyzstan,1970,,,
Kyrgyzstan,1971,,,
Kyrgyzstan,1972,,,
Kyrgyzstan,1973,,,
Kyrgyzstan,1974,,,
Kyrgyzstan,1975,,,
Kyrgyzstan,1976,,,
Kyrgyzstan,1977,,,
Kyrgyzstan,1978,,,
Kyrgyzstan,1979,,,
Kyrgyzstan,1980,,,
Kyrgyzstan,1981,,,
Kyrgyzstan,1982,,,
Kyrgyzstan,1983,,,
Kyrgyzstan,1984,,,
Kyrgyzstan,1985,,,
Kyrgyzstan,1986,,,
Kyrgyzstan,1987,,,
Kyrgyzstan,1988,,,
Kyrgyzstan,1989,,,
Kyrgyzstan,1990,7.909448,0.6676226,4389.717
Kyrgyzstan,1991,7.765352,0.8976185,4468.244
Kyrgyzstan,1992,7.619686,1.070617,4531.701
Kyrgyzstan,1993,7.587518,1.136894,4552.215
Kyrgyzstan,1994,7.382903,1.076134,4543.637
Kyrgyzstan,1995,7.364045,0.9336721,4535.286
Kyrgyzstan,1996,7.516601,0.7670773,4536.594
Kyrgyzstan,1997,7.757536,0.618154,4551.817
Kyrgyzstan,1998,7.834343,0.5109502,4581.422
Kyrgyzstan,1999,7.872567,0.4390363,4625.762
Kyrgyzstan,2000,7.886819,0.4831055,4685.23
Kyrgyzstan,2001,7.940449,0.4496948,4753.003
Kyrgyzstan,2002,7.931474,0.4366536,4822.166
Kyrgyzstan,2003,7.954901,0.4230752,4892.808
Kyrgyzstan,2004,8.012111,0.4230752,4945.442
Kyrgyzstan,2005,8.000448,0.4230752,4994.673
Kyrgyzstan,2006,8.01596,0.4230752,5049.301
Laos,1970,6.745376,0.2980843,2844.851
Laos,1971,6.763281,0.2980843,2904.042
Laos,1972,6.780646,0.2980843,2964.403
Laos,1973,6.74799,0.2980843,3026.848
Laos,1974,6.745292,0.2980843,3092.373
Laos,1975,6.724999,0.2980843,3161.118
Laos,1976,6.662537,0.2980843,3175.524
Laos,1977,6.642567,0.2980843,3208.346
Laos,1978,6.558808,0.2980843,3247.736
Laos,1979,6.615743,0.2980843,3268.021
Laos,1980,6.632254,0.2980843,3293.159
Laos,1981,6.71426,0.2980843,3336.978
Laos,1982,6.750966,0.2980843,3411.156
Laos,1983,6.736385,0.2980843,3494.963
Laos,1984,6.759548,0.2980843,3576.706
Laos,1985,6.864357,0.2980843,3657.169
Laos,1986,6.880579,0.2980843,3761.769
Laos,1987,6.829406,0.2980843,3869.313
Laos,1988,6.863093,0.2980843,3979.884
Laos,1989,7.00257,0.2980843,4093.568
Laos,1990,7.019086,0.2980843,4210.452
Laos,1991,7.02494,0.2980843,4330.626
Laos,1992,7.050209,0.2980843,4454.183
Laos,1993,7.01285,0.3427199,4581.218
Laos,1994,7.019865,0.3845369,4711.829
Laos,1995,7.012167,0.4195951,4846.116
Laos,1996,7.028622,0.4436197,4971.042
Laos,1997,7.039989,0.4524537,5098.612
Laos,1998,6.880908,0.4520293,5228.908
Laos,1999,6.927521,0.4490654,5361.949
Laos,2000,6.916219,0.4410808,5497.733
Laos,2001,6.92899,0.4257816,5636.273
Laos,2002,7.06071,0.401269,5777.564
Laos,2003,7.05234,0.401269,5921.545
Laos,2004,7.098526,0.401269,6014.68
Laos,2005,7.151307,0.401269,6112.212
Laos,2006,7.207559,0.401269,6221.304
Latvia,1970,,,
Latvia,1971,,,
Latvia,1972,,,
Latvia,1973,,,
Latvia,1974,,,
Latvia,1975,,,
Latvia,1976,,,
Latvia,1977,,,
Latvia,1978,,,
Latvia,1979,,,
Latvia,1980,,,
Latvia,1981,,,
Latvia,1982,,,
Latvia,1983,,,
Latvia,1984,,,
Latvia,1985,,,
Latvia,1986,,,
Latvia,1987,,,
Latvia,1988,,,
Latvia,1989,,,
Latvia,1990,9.287246,0.1961794,2671.709
Latvia,1991,9.190331,0.2118383,2662.836
Latvia,1992,8.796664,0.2264328,2631.021
Latvia,1993,8.720118,0.2398331,2586.476
Latvia,1994,8.728094,0.2500404,2552.131
Latvia,1995,8.72767,0.261775,2522.675
Latvia,1996,8.738564,0.2873039,2495.98
Latvia,1997,8.804573,0.3204938,2470.454
Latvia,1998,8.82548,0.3515846,2446.863
Latvia,1999,8.874522,0.3278715,2425.511
Latvia,2000,8.906562,0.3964155,2404.926
Latvia,2001,8.969464,0.3913624,2385.231
Latvia,2002,9.038432,0.3863481,2366.515
Latvia,2003,9.071973,0.4317292,2348.784
Latvia,2004,9.160604,0.4317292,2336.106
Latvia,2005,9.266648,0.4317292,2323.692
Latvia,2006,9.385375,0.4317292,2309.686
Lebanon,1970,,,
Lebanon,1971,,,
Lebanon,1972,,,
Lebanon,1973,,,
Lebanon,1974,,,
Lebanon,1975,,,
Lebanon,1976,,,
Lebanon,1977,,,
Lebanon,1978,,,
Lebanon,1979,,,
Lebanon,1980,,,
Lebanon,1981,,,
Lebanon,1982,,,
Lebanon,1983,,,
Lebanon,1984,,,
Lebanon,1985,,,
Lebanon,1986,,,
Lebanon,1987,,,
Lebanon,1988,7.962026,0.5344502,3036.802
Lebanon,1989,7.401029,0.5362669,3059.824
Lebanon,1990,7.619187,0.5378178,3110.421
Lebanon,1991,7.91682,0.5370903,3193.208
Lebanon,1992,7.892443,0.5310783,3219.994
Lebanon,1993,7.886132,0.504073,3252.469
Lebanon,1994,7.920083,0.4739947,3290.707
Lebanon,1995,8.237203,0.4458432,3334.733
Lebanon,1996,8.360228,0.4471732,3382.135
Lebanon,1997,8.431793,0.4527779,3430.388
Lebanon,1998,8.489521,0.4382003,3479.269
Lebanon,1999,8.524323,0.4357001,3528.559
Lebanon,2000,8.512295,0.4319063,3578.036
Lebanon,2001,8.427228,0.4268583,3627.774
Lebanon,2002,8.494308,0.4204848,3677.78
Lebanon,2003,8.507187,0.4127259,3727.703
Lebanon,2004,8.574793,0.397009,3772.761
Lebanon,2005,8.575274,0.3929513,3816.389
Lebanon,2006,8.564225,0.3929513,3858.504
Lesotho,1970,5.764822,1.586766,1067.136
Lesotho,1971,5.768877,1.586766,1091.675
Lesotho,1972,5.776534,1.586766,1116.779
Lesotho,1973,5.971455,1.586766,1142.46
Lesotho,1974,6.014832,1.586766,1168.731
Lesotho,1975,5.870028,1.586766,1195.487
Lesotho,1976,5.923255,1.586766,1222.874
Lesotho,1977,6.053467,1.586766,1251.54
Lesotho,1978,6.292044,1.586766,1281.297
Lesotho,1979,6.121385,1.586766,1312.202
Lesotho,1980,6.31203,1.586766,1344.267
Lesotho,1981,6.29312,1.586766,1377.491
Lesotho,1982,6.285619,1.586766,1411.859
Lesotho,1983,6.277849,1.586766,1447.339
Lesotho,1984,6.25099,1.586766,1483.888
Lesotho,1985,6.289681,1.586766,1521.441
Lesotho,1986,6.363688,1.586766,1559.151
Lesotho,1987,6.374613,1.586766,1595.91
Lesotho,1988,6.372661,1.642174,1631.039
Lesotho,1989,6.325704,1.699339,1663.65
Lesotho,1990,6.304689,1.758339,1692.565
Lesotho,1991,6.229391,1.819259,1717.598
Lesotho,1992,6.177862,1.882192,1739.914
Lesotho,1993,6.243415,1.947236,1760.124
Lesotho,1994,6.262668,2.014497,1778.101
Lesotho,1995,6.272377,2.08409,1793.738
Lesotho,1996,6.327815,2.08409,1807.443
Lesotho,1997,6.396578,2.08409,1819.704
Lesotho,1998,6.477122,2.08409,1830.44
Lesotho,1999,6.466693,2.08409,1839.506
Lesotho,2000,6.472156,2.08409,1846.827
Lesotho,2001,6.474467,2.08409,1852.808
Lesotho,2002,6.437092,2.08409,1857.866
Lesotho,2003,6.562742,2.08409,1861.959
Lesotho,2004,6.603496,2.08409,1859.891
Lesotho,2005,6.634333,2.08409,1856.578
Lesotho,2006,6.66518,2.08409,1850.587
Liberia,1970,7.1457,0.9146095,1396.565
Liberia,1971,7.173645,0.9136077,1438.78
Liberia,1972,7.162884,0.9127713,1482.628
Liberia,1973,7.213624,0.9123361,1528.162
Liberia,1974,7.161386,0.9122338,1575.442
Liberia,1975,6.946435,0.9123968,1624.362
Liberia,1976,6.993176,0.9144987,1674.719
Liberia,1977,6.968202,0.9242229,1726.622
Liberia,1978,7.02008,0.9300063,1780.125
Liberia,1979,7.033644,0.9351943,1835.284
Liberia,1980,6.979399,0.9398322,1892.157
Liberia,1981,6.995048,0.9432715,1950.816
Liberia,1982,7.042128,0.9463946,2011.336
Liberia,1983,6.912707,0.9492823,2073.785
Liberia,1984,6.952209,0.9525197,2138.281
Liberia,1985,6.922164,0.956233,2204.92
Liberia,1986,6.847642,0.9576771,2273.709
Liberia,1987,6.787333,0.9577248,2344.676
Liberia,1988,6.729537,0.9473513,2417.896
Liberia,1989,6.387553,0.9607844,2493.404
Liberia,1990,5.835103,0.9619459,2189.455
Liberia,1991,5.827487,0.9577539,1892.064
Liberia,1992,5.376697,0.8973901,1984.735
Liberia,1993,4.925828,0.92183,2063.166
Liberia,1994,4.689612,0.9090366,2057.404
Liberia,1995,4.685655,0.906805,1979.594
Liberia,1996,4.775758,0.9104888,2024.674
Liberia,1997,5.350786,0.9096903,2296.478
Liberia,1998,5.461107,0.918593,2654.876
Liberia,1999,5.566886,0.8928845,2974.244
Liberia,2000,5.724655,0.8664989,3148.999
Liberia,2001,5.761449,0.8528923,3205.543
Liberia,2002,5.779641,0.8460247,3261.515
Liberia,2003,5.417945,0.8364569,3317.176
Liberia,2004,5.374823,0.8341235,3408.917
Liberia,2005,5.283319,0.8341235,3477.183
Liberia,2006,5.161439,0.8341235,3548.615
Lithuania,1970,,,
Lithuania,1971,,,
Lithuania,1972,,,
Lithuania,1973,,,
Lithuania,1974,,,
Lithuania,1975,,,
Lithuania,1976,,,
Lithuania,1977,,,
Lithuania,1978,,,
Lithuania,1979,,,
Lithuania,1980,,,
Lithuania,1981,,,
Lithuania,1982,,,
Lithuania,1983,,,
Lithuania,1984,,,
Lithuania,1985,,,
Lithuania,1986,,,
Lithuania,1987,,,
Lithuania,1988,,,
Lithuania,1989,,,
Lithuania,1990,8.924954,0.2090505,3702.458
Lithuania,1991,8.874942,0.2508785,3709.391
Lithuania,1992,8.788988,0.3044513,3706.618
Lithuania,1993,8.757626,0.3691171,3693.761
Lithuania,1994,8.629952,0.4656198,3682.425
Lithuania,1995,8.709709,0.4355079,3672.966
Lithuania,1996,8.777407,0.3845192,3662.418
Lithuania,1997,8.85516,0.3375567,3651.923
Lithuania,1998,8.91198,0.3497953,3641.656
Lithuania,1999,8.893574,0.3489538,3631.298
Lithuania,2000,8.926399,0.3925726,3620.756
Lithuania,2001,8.979671,0.3889279,3610.535
Lithuania,2002,9.046872,0.3741095,3601.138
Lithuania,2003,9.149101,0.3397858,3592.561
Lithuania,2004,9.254141,0.3397858,3580.737
Lithuania,2005,9.33321,0.3397858,3558.553
Lithuania,2006,9.410709,0.3397858,3540.379
Luxembourg,1970,9.617509,0.2239563,339.172
Luxembourg,1971,9.635207,0.2239563,342.553
Luxembourg,1972,9.687002,0.2239563,346.807
Luxembourg,1973,9.756143,0.2239563,351.418
Luxembourg,1974,9.785623,0.2239563,355.643
Luxembourg,1975,9.703205,0.2239563,358.952
Luxembourg,1976,9.721559,0.2239563,361.197
Luxembourg,1977,9.731149,0.2239563,362.566
Luxembourg,1978,9.772449,0.2239563,363.27
Luxembourg,1979,9.793453,0.2239563,363.656
Luxembourg,1980,9.802791,0.2239563,363.998
Luxembourg,1981,9.794628,0.2239563,364.362
Luxembourg,1982,9.804613,0.2239563,364.728
Luxembourg,1983,9.832178,0.2239563,365.184
Luxembourg,1984,9.893708,0.2239563,365.816
Luxembourg,1985,9.919361,0.2239563,366.704
Luxembourg,1986,10.0156,0.2241491,367.872
Luxembourg,1987,10.05148,0.2246891,369.381
Luxembourg,1988,10.13257,0.2255188,371.39
Luxembourg,1989,10.21873,0.2265812,374.085
Luxembourg,1990,10.25988,0.2278188,377.589
Luxembourg,1991,10.33496,0.2291739,381.973
Luxembourg,1992,10.33466,0.2308314,387.16
Luxembourg,1993,10.36027,0.2333432,392.936
Luxembourg,1994,10.3837,0.237215,398.987
Luxembourg,1995,10.37224,0.2534876,405.078
Luxembourg,1996,10.37617,0.280468,411.13
Luxembourg,1997,10.43998,0.2969217,417.169
Luxembourg,1998,10.4974,0.2997401,423.185
